2025-06-30 08:03:08 - INFO - Iteration 0: Performing action <gen_apr> - generating patched code
2025-06-30 08:03:08 - INFO - Iteration 0: Performing action <eval_apr> - evaluating patched code
2025-06-30 08:03:08 - INFO - Iteration 0: Performing action <cal> - calculating results
2025-06-30 08:03:08 - INFO - Iteration 0: Performing action <save_history> - saving historical data
2025-06-30 08:03:24 - INFO - Iteration 1: Performing action <initialize> - initializing new iteration
2025-06-30 08:03:37 - INFO - Iteration 1: Performing action <decide> - determining target language
2025-06-30 08:03:37 - INFO - Iteration 1: Performing action <translate> - translating unfixed bugs
2025-06-30 08:04:07 - INFO - Iteration 1: Performing action <re_gen> - generating patched code for unfixed bugs
2025-06-30 08:16:34 - INFO - Iteration 0: Performing action <gen_apr> - generating patched code
2025-06-30 08:16:34 - INFO - Iteration 0: Performing action <eval_apr> - evaluating patched code
2025-06-30 08:16:34 - INFO - Iteration 0: Performing action <cal> - calculating results
2025-06-30 08:16:34 - INFO - Iteration 0: Performing action <save_history> - saving historical data
2025-06-30 08:16:34 - INFO - Iteration 1: Performing action <initialize> - initializing new iteration
2025-06-30 08:16:47 - INFO - Iteration 1: Performing action <decide> - determining target language
2025-06-30 08:16:47 - INFO - Iteration 1: Performing action <translate> - translating unfixed bugs
2025-06-30 08:16:58 - INFO - Iteration 1: Performing action <re_gen> - generating patched code for unfixed bugs
2025-06-30 08:36:13 - INFO - Iteration 0: Performing action <gen_apr> - generating patched code
2025-06-30 08:36:13 - INFO - Iteration 0: Performing action <eval_apr> - evaluating patched code
2025-06-30 08:36:13 - INFO - Iteration 0: Performing action <cal> - calculating results
2025-06-30 08:36:13 - INFO - Iteration 0: Performing action <save_history> - saving historical data
2025-06-30 08:36:13 - INFO - Iteration 1: Performing action <initialize> - initializing new iteration
2025-06-30 08:36:13 - INFO - Iteration 1: Performing action <decide> - determining target language
2025-06-30 08:36:13 - INFO - Iteration 1: Performing action <translate> - translating unfixed bugs
2025-06-30 08:36:13 - INFO - Iteration 1: Performing action <re_gen> - generating patched code for unfixed bugs
2025-06-30 22:02:37 - INFO - Iteration 0: Performing action <gen_apr> - generating patched code
2025-06-30 22:02:37 - INFO - Iteration 0: Performing action <eval_apr> - evaluating patched code
2025-06-30 22:02:37 - INFO - Iteration 0: Performing action <cal> - calculating results
2025-06-30 22:02:37 - INFO - Iteration 0: Performing action <save_history> - saving historical data
2025-06-30 22:02:37 - INFO - Iteration 1: Performing action <initialize> - initializing new iteration
2025-06-30 22:02:37 - INFO - Iteration 1: Performing action <decide> - determining target language
2025-06-30 22:02:37 - INFO - Iteration 1: Performing action <translate> - translating unfixed bugs
2025-06-30 22:02:37 - INFO - Iteration 1: Performing action <re_gen> - generating patched code for unfixed bugs
2025-07-01 00:16:11 - INFO - Iteration 1: Performing action <back_translate> - back-translating generated patched code
2025-07-01 00:16:13 - INFO - Iteration 1: Performing action <re_eval> - evaluating back-translated patched code
2025-07-01 00:20:27 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:20:30 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:20:30 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:20:30 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:20:31 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:20:31 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:20:31 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:20:31 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:20:31 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:20:31 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:20:31 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:20:31 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:20:31 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:20:31 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:20:32 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:20:32 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:20:32 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:20:32 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:20:32 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:20:32 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:20:32 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:20:32 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:20:33 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:20:33 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:20:33 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:20:33 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:20:33 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:20:33 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:20:33 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:20:33 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:20:33 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:20:33 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:20:33 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:20:33 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:20:34 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:20:34 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:20:35 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:20:35 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:20:35 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:20:35 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:20:35 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:20:35 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:20:35 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:20:35 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:20:36 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:20:36 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:20:36 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:20:36 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:20:36 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:20:36 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:20:36 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:20:36 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:20:36 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:20:36 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:20:36 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:20:36 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:20:36 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:20:36 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:20:36 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:20:37 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:20:37 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:20:37 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:20:37 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:20:37 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:20:37 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:20:37 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:20:37 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:20:37 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:20:37 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:20:37 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:20:37 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:20:37 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:20:37 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:20:38 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:20:38 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:20:38 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:20:38 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:20:38 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:20:38 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:20:38 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:20:38 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:20:38 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:20:38 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:20:38 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:20:38 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:20:39 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:20:39 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:28:32 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:28:32 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:28:33 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:28:33 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:28:33 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:28:34 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:28:34 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:28:34 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:28:34 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:28:34 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:28:34 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:28:35 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:28:35 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:28:35 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:28:35 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:28:35 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:28:37 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:28:37 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:28:37 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:28:38 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:28:39 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:28:39 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:28:39 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:28:39 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:28:40 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:28:40 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:28:40 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:28:40 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:28:40 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:28:41 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:28:41 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:28:41 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:28:41 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:28:41 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:28:41 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:28:42 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:28:42 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:28:42 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:28:42 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:28:42 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:28:42 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:28:42 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:28:43 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:28:43 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:28:44 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:28:45 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:28:46 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:28:47 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:28:47 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:28:48 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:28:49 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:28:49 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:28:49 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:28:49 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:28:50 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:28:52 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:28:52 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:28:52 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:28:52 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:28:53 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:28:53 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:28:53 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:28:53 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:28:53 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:28:53 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:28:54 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:28:54 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:28:55 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:28:55 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:28:56 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:28:56 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:28:56 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:28:56 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:28:57 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:28:57 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:28:58 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:28:58 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:28:58 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:28:58 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:28:58 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:28:59 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:28:59 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:28:59 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:29:00 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:29:00 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:29:00 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:29:00 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:29:01 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:29:01 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:29:02 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:29:03 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:29:03 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:29:04 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:29:04 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:29:04 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:29:04 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:29:04 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:29:05 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:29:05 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:29:06 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:29:07 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:29:07 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:29:08 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:29:08 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:29:08 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:29:08 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:29:08 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:29:09 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:29:10 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:29:11 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:29:11 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:29:12 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:29:12 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:29:12 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
2025-07-01 00:29:12 - WARNING - Connection pool is full, discarding connection: localhost. Connection pool size: 10
